Row	Year	Week	N. Hemisphere	Eurasia	N. America	N. America (no Greenland)
2366	1980	49	36.84	21.87	14.97	12.82
2367	1980	48	34.53	19.97	14.56	12.41
2368	1980	47	31.97	18.83	13.13	10.98
2369	1980	46	31.57	18.83	12.74	10.62
2370	1980	45	31.54	19.15	12.40	10.25
2371	1980	44	21.89	14.11	7.79	5.64
2372	1980	43	16.39	9.50	6.90	4.75
2373	1980	42	13.34	6.76	6.58	4.47
2374	1980	41	12.30	5.94	6.36	4.21
2375	1980	40	6.61	1.59	5.01	2.87
2376	1980	39	6.40	1.61	4.79	2.64
2377	1980	38	4.51	0.87	3.64	1.57
2378	1980	37	4.40	0.81	3.59	1.56
2379	1980	36	4.27	0.84	3.43	1.35
2380	1980	35	3.83	0.66	3.17	1.19
2381	1980	34	4.32	0.83	3.49	1.58
2382	1980	33	4.15	0.74	3.42	1.47
2383	1980	32	4.32	0.64	3.69	1.70
2384	1980	31	4.65	1.10	3.55	1.56
2385	1980	30	4.95	1.27	3.68	1.65
2386	1980	29	5.51	1.55	3.96	1.97
2387	1980	28	5.74	1.75	3.99	1.96
2388	1980	27	5.75	1.89	3.85	1.83
2389	1980	26	6.80	1.97	4.83	2.68
2390	1980	25	8.36	2.83	5.53	3.38
2391	1980	24	13.00	6.47	6.53	4.41
2392	1980	23	14.14	7.53	6.62	4.47
2393	1980	22	15.49	7.94	7.56	5.41
2394	1980	21	17.91	9.37	8.54	6.39
2395	1980	20	21.99	12.87	9.12	6.97
2396	1980	19	23.32	13.85	9.48	7.33
2397	1980	18	23.54	14.04	9.50	7.35
2398	1980	17	30.20	17.84	12.36	10.21
2399	1980	16	32.88	19.97	12.91	10.76
2400	1980	15	35.72	21.38	14.34	12.19
2401	1980	14	38.44	23.84	14.60	12.45
2402	1980	13	39.95	25.11	14.84	12.69
2403	1980	12	41.99	26.06	15.93	13.78
2404	1980	11	43.45	27.04	16.41	14.26
2405	1980	10	43.92	27.45	16.46	14.31
2406	1980	9	46.89	28.55	18.34	16.23
2407	1980	8	46.50	30.09	16.42	14.27
2408	1980	7	49.30	30.62	18.68	16.53
2409	1980	6	50.35	31.10	19.24	17.09
2410	1980	5	49.02	30.51	18.51	16.36
2411	1980	4	47.26	29.62	17.64	15.49
2412	1980	3	44.34	27.51	16.84	14.73
2413	1980	2	44.70	27.60	17.10	14.98
2414	1980	1	45.99	27.72	18.26	16.11
2415	1979	52	41.44	26.49	14.96	12.81
2416	1979	51	37.36	22.80	14.56	12.41
2417	1979	50	38.13	22.16	15.97	13.82
2418	1979	49	35.05	21.11	13.94	11.79
2419	1979	48	36.60	20.95	15.66	13.51
2420	1979	47	32.41	20.10	12.31	10.16
2421	1979	46	29.56	17.94	11.61	9.47
2422	1979	45	23.88	13.14	10.74	8.59
2423	1979	44	20.22	12.35	7.88	5.73
2424	1979	43	17.19	10.46	6.74	4.59
2425	1979	42	14.96	8.80	6.16	4.01
2426	1979	41	13.00	6.84	6.16	4.01
2427	1979	40	12.71	6.59	6.12	3.97
2428	1979	39	9.57	4.23	5.34	3.19
2429	1979	38	4.97	1.45	3.53	1.42
2430	1979	37	4.38	1.08	3.29	1.18
2431	1979	36	4.15	0.96	3.18	1.11
2432	1979	35	3.88	0.84	3.04	1.06
2433	1979	34	4.14	0.96	3.18	1.23
2434	1979	33	4.00	0.91	3.09	1.14
2435	1979	32	3.51	0.86	2.64	0.81
2436	1979	31	5.29	1.23	4.06	2.07
2437	1979	30	5.55	1.41	4.14	2.12
2438	1979	29	5.83	1.50	4.33	2.31
2439	1979	28	5.87	1.61	4.26	2.23
2440	1979	27	6.18	1.68	4.50	2.47
2441	1979	26	7.37	2.04	5.33	3.22
2442	1979	25	8.14	2.38	5.76	3.65
2443	1979	24	11.63	4.52	7.11	4.96
2444	1979	23	16.86	8.71	8.16	6.01
2445	1979	22	17.76	8.91	8.85	6.74
2446	1979	21	18.19	9.27	8.93	6.81
2447	1979	20	22.10	12.13	9.97	7.82
2448	1979	19	24.92	13.54	11.38	9.27
2449	1979	18	28.18	15.86	12.33	10.22
2450	1979	17	30.62	17.63	12.98	10.83
2451	1979	16	34.23	19.67	14.56	12.41
2452	1979	15	35.48	20.01	15.47	13.32
2453	1979	14	36.60	20.79	15.80	13.66
2454	1979	13	39.54	23.69	15.85	13.70
2455	1979	12	42.16	25.99	16.17	14.05
2456	1979	11	44.37	27.87	16.50	14.35
2457	1979	10	44.92	28.16	16.76	14.61
2458	1979	9	47.53	29.32	18.21	16.06
2459	1979	8	46.21	27.50	18.71	16.56
2460	1979	7	47.18	28.54	18.65	16.57
2461	1979	6	48.54	29.37	19.17	17.10
2462	1979	5	49.26	30.45	18.82	16.70
2463	1979	4	48.91	30.25	18.66	16.55
2464	1979	3	50.08	31.42	18.66	16.51
2465	1979	2	51.85	32.81	19.04	16.89
2466	1979	1	47.44	29.25	18.19	16.04
2467	1978	52	45.18	27.17	18.01	15.86
2468	1978	51	44.32	27.01	17.31	15.16
2469	1978	50	44.25	26.94	17.31	15.20
2470	1978	49	43.35	24.81	18.54	16.39
2471	1978	48	41.65	24.92	16.74	14.59
2472	1978	47	32.77	17.87	14.91	12.76
2473	1978	46	32.65	17.77	14.89	12.74
2474	1978	45	31.30	17.94	13.36	11.21
2475	1978	44	24.22	14.68	9.54	7.43
2476	1978	43	24.56	14.76	9.80	7.65
2477	1978	42	27.33	16.99	10.33	8.18
2478	1978	41	12.20	5.64	6.56	4.44
2479	1978	40	9.37	4.03	5.34	3.27
2480	1978	39	9.41	4.15	5.26	3.14
2481	1978	38	6.50	1.75	4.75	2.64
2482	1978	37	5.30	1.16	4.13	2.02
2483	1978	36	4.92	0.79	4.13	2.02
2484	1978	35	4.78	1.12	3.65	1.51
2485	1978	34	4.24	0.60	3.64	1.65
2486	1978	33	4.09	0.60	3.49	1.51
2487	1978	32	4.62	0.80	3.81	1.86
2488	1978	31	6.11	1.56	4.55	2.61
2489	1978	30	6.09	1.38	4.71	2.72
2490	1978	29	6.59	1.76	4.82	2.80
2491	1978	28	7.07	2.11	4.95	2.93
2492	1978	27	6.93	1.68	5.25	3.22
2493	1978	26	8.84	2.50	6.34	4.19
2494	1978	25	13.32	6.18	7.14	4.99
2495	1978	24	14.01	6.75	7.26	5.11
2496	1978	23	18.36	9.29	9.08	6.97
2497	1978	22	18.75	9.65	9.10	6.95
2498	1978	21	18.80	9.80	8.99	6.84
2499	1978	20	19.35	10.08	9.27	7.12
2500	1978	19	23.90	12.41	11.50	9.35
2501	1978	18	26.43	13.57	12.86	10.71
2502	1978	17	28.26	15.40	12.86	10.71
2503	1978	16	29.00	15.38	13.62	11.51
2504	1978	15	29.34	15.51	13.83	11.68
2505	1978	14	31.36	17.53	13.83	11.68
2506	1978	13	36.21	21.86	14.36	12.21
2507	1978	12	39.75	23.50	16.25	14.10
2508	1978	11	45.25	27.88	17.38	15.23
2509	1978	10	46.78	28.68	18.10	15.99
2510	1978	9	48.15	29.43	18.72	16.57
2511	1978	8	49.08	30.60	18.48	16.33
2512	1978	7	52.32	32.63	19.68	17.53
2513	1978	6	53.92	34.57	19.35	17.20
2514	1978	5	50.31	31.71	18.61	16.49
2515	1978	4	50.41	31.24	19.17	17.02
2516	1978	3	49.64	30.89	18.75	16.60
2517	1978	2	50.20	32.02	18.18	16.03
2518	1978	1	48.99	31.51	17.47	15.32
2519	1977	52	48.21	30.91	17.30	15.15
2520	1977	51	48.88	31.64	17.24	15.09
2521	1977	50	45.13	29.10	16.03	13.88
2522	1977	49	44.02	27.54	16.47	14.32
2523	1977	48	37.34	21.75	15.59	13.44
2524	1977	47	37.67	21.67	16.00	13.85
2525	1977	46	31.23	19.56	11.66	9.51
2526	1977	45	29.45	17.79	11.66	9.51
2527	1977	44	26.36	17.08	9.28	7.13
2528	1977	43	22.36	13.85	8.51	6.40
2529	1977	42	19.20	11.12	8.07	5.96
2530	1977	41	18.21	11.23	6.98	4.83
2531	1977	40	18.16	10.95	7.21	5.13
2532	1977	39	15.09	9.58	5.52	3.44
2533	1977	38	10.13	6.03	4.09	1.98
2534	1977	37	5.90	1.84	4.06	1.98
2535	1977	36	4.08	0.71	3.37	1.38
2536	1977	35	4.13	0.79	3.34	1.27
2537	1977	34	3.43	0.60	2.82	1.02
2538	1977	33	3.45	0.59	2.86	1.06
2539	1977	32	3.64	0.68	2.96	1.12
2540	1977	31	3.21	0.73	2.47	0.64
2541	1977	30	4.22	0.83	3.39	1.51
2542	1977	29	4.73	0.86	3.87	1.96
2543	1977	28	4.66	1.01	3.65	1.74
2544	1977	27	6.33	2.33	4.01	2.13
2545	1977	26	8.31	2.83	5.47	3.49
2546	1977	25	9.04	2.78	6.26	4.11
2547	1977	24	10.51	3.67	6.85	4.70
2548	1977	23	13.49	6.12	7.37	5.22
2549	1977	22	16.14	7.45	8.69	6.58
2550	1977	21	15.97	7.52	8.46	6.31
2551	1977	20	16.87	8.01	8.87	6.72
2552	1977	19	21.94	12.32	9.63	7.48
2553	1977	18	24.22	13.28	10.94	8.79
2554	1977	17	27.64	15.31	12.33	10.18
2555	1977	16	29.26	16.81	12.45	10.30
2556	1977	15	31.80	18.76	13.04	10.89
2557	1977	14	32.39	18.87	13.52	11.37
2558	1977	13	34.03	19.92	14.11	11.96
2559	1977	12	37.50	22.92	14.58	12.51
2560	1977	11	39.03	23.18	15.85	13.70
2561	1977	10	42.57	26.33	16.25	14.10
2562	1977	9	43.68	26.24	17.44	15.29
2563	1977	8	43.80	28.34	15.46	13.35
2564	1977	7	42.50	26.60	15.90	13.75
2565	1977	6	43.01	27.44	15.58	13.47
2566	1977	5	48.25	30.98	17.27	15.16
2567	1977	4	49.57	31.97	17.60	15.49
2568	1977	3	50.63	32.70	17.93	15.78
2569	1977	2	50.19	31.95	18.24	16.09
2570	1977	1	47.37	29.99	17.38	15.24
2571	1976	53	44.83	28.33	16.49	14.34
2572	1976	52	42.24	26.46	15.78	13.63
2573	1976	51	41.29	25.86	15.43	13.32
2574	1976	50	42.67	26.47	16.21	14.09
2575	1976	49	41.26	25.10	16.15	14.04
2576	1976	48	39.86	23.51	16.35	14.24
2577	1976	47	35.10	22.45	12.65	10.54
2578	1976	46	32.84	20.37	12.47	10.32
2579	1976	45	30.28	19.97	10.32	8.20
2580	1976	44	31.50	21.41	10.09	8.01
2581	1976	43	33.61	22.55	11.06	8.91
2582	1976	42	26.46	18.39	8.07	5.96
2583	1976	41	18.79	12.39	6.40	4.32
2584	1976	40	13.84	7.79	6.06	4.10
2585	1976	39	4.55	0.96	3.59	1.68
2586	1976	38	4.09	0.97	3.12	1.09
2587	1976	37	4.42	0.77	3.65	1.81
2588	1976	36	3.76	0.67	3.09	1.13
2589	1976	35	3.51	0.61	2.90	0.99
2590	1976	34	3.18	0.20	2.98	1.07
2591	1976	33	2.78	0.20	2.57	0.90
2592	1976	32	3.60	0.44	3.17	1.41
2593	1976	31	4.32	0.87	3.44	1.49
2594	1976	30	3.86	0.52	3.34	1.39
2595	1976	29	5.35	1.46	3.89	1.98
2596	1976	28	6.43	2.09	4.34	2.43
2597	1976	27	9.21	3.37	5.84	3.81
2598	1976	26	11.19	4.21	6.98	4.87
2599	1976	25	13.59	6.22	7.37	5.22
2600	1976	24	14.88	7.15	7.73	5.66
2601	1976	23	17.30	9.47	7.84	5.69
2602	1976	22	18.67	10.06	8.62	6.50
2603	1976	21	22.53	12.64	9.89	7.74
2604	1976	20	22.75	12.42	10.33	8.18
2605	1976	19	24.57	13.93	10.64	8.49
2606	1976	18	25.69	14.83	10.86	8.71
2607	1976	17	25.51	15.36	10.16	8.01
2608	1976	16	29.57	17.78	11.79	9.64
2609	1976	15	32.42	19.52	12.90	10.75
2610	1976	14	37.18	22.78	14.40	12.25
2611	1976	13	38.32	23.69	14.63	12.51
2612	1976	12	42.04	26.28	15.76	13.61
2613	1976	11	42.30	26.54	15.76	13.62
2614	1976	10	43.97	26.68	17.29	15.14
2615	1976	9	43.98	28.34	15.64	13.49
2616	1976	8	44.90	28.22	16.68	14.53
2617	1976	7	45.53	28.97	16.56	14.41
2618	1976	6	46.06	28.34	17.72	15.57
2619	1976	5	46.30	29.43	16.86	14.75
2620	1976	4	45.09	27.99	17.09	14.94
2621	1976	3	45.12	28.10	17.02	14.87
2622	1976	2	47.06	29.18	17.88	15.73
2623	1976	1	44.69	27.26	17.43	15.28
2624	1975	52	45.03	28.13	16.90	14.75
2625	1975	51	44.55	27.73	16.81	14.66
2626	1975	50	41.79	25.74	16.05	13.90
2627	1975	49	38.44	22.15	16.29	14.14
2628	1975	48	38.08	20.30	17.77	15.63
2629	1975	47	34.23	20.24	13.99	11.88
2630	1975	46	30.97	17.81	13.16	11.05
2631	1975	45	24.50	13.93	10.58	8.46
2632	1975	44	22.54	12.15	10.40	8.25
2633	1975	43	19.78	10.42	9.36	7.25
2634	1975	42	15.73	7.63	8.09	5.94
2635	1975	41	14.62	6.27	8.36	6.21
2636	1975	40	13.25	6.58	6.68	4.53
2637	1975	39	6.99	2.29	4.70	2.62
2638	1975	38	6.00	1.99	4.00	1.97
2639	1975	37	3.95	0.84	3.11	1.07
2640	1975	36	3.42	0.71	2.71	0.80
2641	1975	35	2.91	0.61	2.30	0.43
2642	1975	34	2.63	0.47	2.16	0.49
2643	1975	33	3.04	0.64	2.40	0.52
2644	1975	32	3.41	0.29	3.12	1.28
2645	1975	31	3.65	0.73	2.91	1.04
2646	1975	30	3.64	0.88	2.76	0.81
2647	1975	29	3.55	0.92	2.62	0.75
2648	1975	28	5.15	2.51	2.64	0.89
2649	1975	27	6.46	3.18	3.28	1.33
2650	1975	26	7.01	2.83	4.18	2.14
2651	1975	25	9.36	3.53	5.82	3.75
2652	1975	24	10.85	4.58	6.26	4.19
2653	1975	23	15.62	7.13	8.49	6.34
2654	1975	22	16.24	7.04	9.20	7.05
2655	1975	21	17.56	8.21	9.35	7.20
2656	1975	20	18.51	9.08	9.42	7.27
2657	1975	19	21.21	10.92	10.29	8.18
2658	1975	18	26.98	13.97	13.01	10.90
2659	1975	17	29.00	15.82	13.18	11.03
2660	1975	16	30.63	15.43	15.20	13.09
2661	1975	15	32.56	16.69	15.88	13.76
2662	1975	14	35.88	19.24	16.64	14.52
2663	1975	13	40.01	22.94	17.07	14.92
2664	1975	12	40.00	23.95	16.05	13.90
2665	1975	11	41.33	23.88	17.45	15.34
2666	1975	10	42.91	25.69	17.22	15.11
2667	1975	9	43.19	26.22	16.97	14.86
2668	1975	8	45.46	27.21	18.26	16.14
2669	1975	7	45.18	28.15	17.02	14.87
2670	1975	6	45.44	27.76	17.68	15.57
2671	1975	5	44.34	27.35	16.99	14.84
2672	1975	4	45.30	27.88	17.42	15.30
2673	1975	3	46.93	29.11	17.82	15.67
2674	1975	2	43.81	26.92	16.89	14.74
2675	1975	1	43.95	26.35	17.60	15.49
2676	1974	52	41.25	25.42	15.84	13.69
2677	1974	51	40.43	24.37	16.06	13.91
2678	1974	50	38.33	23.11	15.21	13.07
2679	1974	49	38.03	22.53	15.50	13.38
2680	1974	48	37.07	22.37	14.70	12.55
2681	1974	47	33.82	19.94	13.88	11.76
2682	1974	46	29.50	18.23	11.27	9.16
2683	1974	45	27.22	16.96	10.26	8.15
2684	1974	44	23.74	12.96	10.78	8.70
2685	1974	43	23.64	13.07	10.57	8.42
2686	1974	42	23.30	12.08	11.22	9.07
2687	1974	41	15.08	7.09	7.99	5.84
2688	1974	40	11.96	4.48	7.47	5.32
2689	1974	39	6.17	1.87	4.30	2.38
2690	1974	38	4.09	0.91	3.19	1.19
2691	1974	37	3.11	0.17	2.94	0.94
2692	1974	36	3.15	0.12	3.03	0.99
2693	1974	35	2.49	0.36	2.12	0.60
2694	1974	34	3.32	0.87	2.44	0.88
2695	1974	33	2.89	0.98	1.91	0.48
2696	1974	32	3.88	1.21	2.67	0.83
2697	1974	31	4.96	1.19	3.78	1.79
2698	1974	30	3.46	0.60	2.86	1.15
2699	1974	29	3.81	0.74	3.07	1.32
2700	1974	28	4.81	1.33	3.48	1.80
2701	1974	27	6.48	2.26	4.23	2.28
2702	1974	26	6.34	2.16	4.18	2.23
2703	1974	25	8.57	4.16	4.41	2.34
2704	1974	24	14.85	7.55	7.30	5.19
2705	1974	23	13.51	6.81	6.70	4.67
2706	1974	22	17.44	8.64	8.80	6.69
2707	1974	21	20.70	10.19	10.50	8.39
2708	1974	20	22.01	10.77	11.24	9.16
2709	1974	19	27.02	14.04	12.98	10.90
2710	1974	18	26.30	13.38	12.92	10.77
2711	1974	17	27.19	14.67	12.52	10.41
2712	1974	16	30.30	16.17	14.13	12.02
2713	1974	15	31.43	16.38	15.05	12.90
2714	1974	14	34.59	19.55	15.04	12.93
2715	1974	13	36.91	21.30	15.61	13.46
2716	1974	12	38.12	21.11	17.01	14.87
2717	1974	11	39.95	25.21	14.73	12.58
2718	1974	10	41.15	26.61	14.55	12.40
2719	1974	9	41.88	26.54	15.33	13.22
2720	1974	8	44.71	27.65	17.06	14.95
2721	1974	7	44.87	28.82	16.04	13.89
2722	1974	6	46.86	30.02	16.84	14.73
2723	1974	5	47.28	30.13	17.15	15.04
2724	1974	4	45.13	28.87	16.26	14.15
2725	1974	3	45.70	29.00	16.70	14.59
2726	1974	2	46.42	27.91	18.51	16.36
2727	1974	1	46.44	28.18	18.26	16.11
2728	1973	52	46.54	29.10	17.45	15.30
2729	1973	51	46.78	29.48	17.30	15.15
2730	1973	50	41.96	25.71	16.25	14.10
2731	1973	49	43.01	26.91	16.11	13.96
2732	1973	48	41.64	26.41	15.23	13.08
2733	1973	47	37.84	23.48	14.36	12.25
2734	1973	46	39.10	24.22	14.88	12.77
2735	1973	45	37.31	22.14	15.18	13.07
2736	1973	44	30.79	18.41	12.38	10.27
2737	1973	43	24.50	15.37	9.12	7.05
2738	1973	42	15.96	8.94	7.02	4.91
2739	1973	41	14.94	7.68	7.26	5.11
2740	1973	40	13.79	6.99	6.80	4.65
2741	1973	39	11.50	6.12	5.38	3.23
2742	1973	38	6.38	2.28	4.10	1.95
2743	1973	37	3.36	0.45	2.91	0.87
2744	1973	36	3.45	0.16	3.28	1.25
2745	1973	35	3.17	0.12	3.05	1.29
2746	1973	34	3.70	0.40	3.30	1.46
2747	1973	33	3.40	0.41	2.99	1.08
2748	1973	32	4.11	0.78	3.33	1.50
2749	1973	31	3.90	0.64	3.26	1.38
2750	1973	30	3.94	0.79	3.15	1.28
2751	1973	29	4.82	1.18	3.63	1.72
2752	1973	28	4.31	0.99	3.31	1.67
2753	1973	27	7.03	2.75	4.27	2.52
2754	1973	26	9.86	3.31	6.55	4.44
2755	1973	25	10.66	4.19	6.47	4.44
2756	1973	24	13.54	5.53	8.01	5.89
2757	1973	23	12.73	5.58	7.15	5.07
2758	1973	22	13.85	7.01	6.84	4.77
2759	1973	21	19.34	10.54	8.80	6.73
2760	1973	20	22.20	12.69	9.51	7.36
2761	1973	19	22.91	12.53	10.39	8.31
2762	1973	18	23.39	12.75	10.63	8.52
2763	1973	17	23.24	12.81	10.43	8.32
2764	1973	16	31.07	17.60	13.48	11.33
2765	1973	15	34.33	20.02	14.31	12.17
2766	1973	14	37.00	21.73	15.27	13.19
2767	1973	13	31.22	17.62	13.60	11.52
2768	1973	12	39.48	25.81	13.67	11.55
2769	1973	11	43.46	27.73	15.72	13.58
2770	1973	10	42.24	26.82	15.43	13.31
2771	1973	9	43.38	28.33	15.05	12.94
2772	1973	8	46.17	29.85	16.32	14.17
2773	1973	7	46.55	28.39	18.16	16.01
2774	1973	6	47.35	30.06	17.29	15.14
2775	1973	5	47.56	31.69	15.87	13.73
2776	1973	4	49.13	32.02	17.11	15.00
2777	1973	3	45.19	28.88	16.30	14.19
2778	1973	2	43.55	27.11	16.44	14.29
2779	1973	1	47.17	29.57	17.60	15.45
2780	1972	52	43.27	26.75	16.52	14.37
2781	1972	51	44.81	27.15	17.66	15.54
2782	1972	50	44.81	27.15	17.66	15.54
2783	1972	49	47.54	29.28	18.26	16.11
2784	1972	48	42.25	26.41	15.85	13.70
2785	1972	47	37.86	23.43	14.42	12.35
2786	1972	46	36.48	23.01	13.47	11.32
2787	1972	45	34.37	21.74	12.64	10.52
2788	1972	44	31.40	20.63	10.77	8.66
2789	1972	43	28.96	17.25	11.71	9.60
2790	1972	42	24.97	14.25	10.72	8.61
2791	1972	41	17.86	9.73	8.13	6.13
2792	1972	40	15.10	8.39	6.71	4.60
2793	1972	39	14.07	7.50	6.57	4.61
2794	1972	38	10.04	4.05	5.99	4.04
2795	1972	37	6.78	2.23	4.55	2.60
2796	1972	36	4.08	0.97	3.11	1.43
2797	1972	35	3.99	0.57	3.42	1.46
2798	1972	34	4.51	0.98	3.53	1.58
2799	1972	33	5.23	1.21	4.02	2.07
2800	1972	32	4.22	0.93	3.29	1.30
2801	1972	31	3.96	0.86	3.10	1.12
2802	1972	30	4.58	1.11	3.47	1.63
2803	1972	29	4.52	0.97	3.55	1.64
2804	1972	28	4.85	1.07	3.78	1.83
2805	1972	27	5.44	0.94	4.50	2.51
2806	1972	26	6.61	1.40	5.20	3.09
2807	1972	25	7.69	2.10	5.58	3.51
2808	1972	24	10.88	4.46	6.42	4.42
2809	1972	23	13.56	6.53	7.02	4.87
2810	1972	22	16.78	8.46	8.32	6.21
2811	1972	21	17.79	8.35	9.44	7.36
2812	1972	20	15.53	7.21	8.32	6.21
2813	1972	19	21.47	10.87	10.60	8.56
2814	1972	18	24.29	13.36	10.93	8.78
2815	1972	17	25.72	12.98	12.73	10.58
2816	1972	16	27.34	13.82	13.53	11.38
2817	1972	15	32.15	18.46	13.69	11.58
2818	1972	14	36.89	22.59	14.30	12.19
2819	1972	13	39.16	24.65	14.51	12.40
2820	1972	12	39.39	24.69	14.71	12.56
2821	1972	11	39.33	24.20	15.14	12.99
2822	1972	10	43.41	27.43	15.98	13.87
2823	1972	9	42.67	26.86	15.81	13.69
2824	1972	8	43.92	27.51	16.41	14.26
2825	1972	7	49.77	32.80	16.97	14.86
2826	1972	6	51.66	34.55	17.11	14.96
2827	1972	5	51.17	33.90	17.27	15.12
2828	1972	4	50.22	33.67	16.55	14.40
2829	1972	3	46.94	31.18	15.77	13.62
2830	1972	2	46.07	28.64	17.43	15.28
2831	1972	1	46.32	28.76	17.56	15.41
2832	1971	53	46.51	28.58	17.92	15.77
2833	1971	52	45.89	29.00	16.88	14.73
2834	1971	51	44.32	27.47	16.85	14.70
2835	1971	50	43.00	25.97	17.03	14.88
2836	1971	49	41.51	24.15	17.37	15.22
2837	1971	48	38.41	22.79	15.62	13.47
2838	1971	47	35.71	22.47	13.24	11.09
2839	1971	46	32.55	18.76	13.79	11.64
2840	1971	45	30.14	16.89	13.25	11.10
2841	1971	44	25.75	14.84	10.91	8.76
2842	1971	43	25.43	16.30	9.13	6.98
2843	1971	42	21.46	12.22	9.24	7.16
2844	1971	41	18.13	9.52	8.61	6.50
2845	1971	40	14.32	7.02	7.30	5.27
2846	1971	27	5.81	2.50	3.31	1.56
2847	1971	26	5.74	2.23	3.51	1.68
2848	1971	25	9.70	4.36	5.34	3.23
2849	1971	24	11.48	5.50	5.98	3.94
2850	1971	23	14.18	6.87	7.31	5.24
2851	1971	22	17.46	9.37	8.08	5.97
2852	1971	21	18.57	10.18	8.39	6.28
2853	1971	20	19.79	10.79	9.00	6.89
2854	1971	19	22.19	12.54	9.65	7.50
2855	1971	18	24.26	13.62	10.64	8.49
2856	1971	17	25.56	14.19	11.37	9.22
2857	1971	16	32.02	17.80	14.23	12.08
2858	1971	15	35.92	20.50	15.43	13.28
2859	1971	14	37.19	21.47	15.72	13.57
2860	1971	13	40.73	24.05	16.68	14.53
2861	1971	12	42.94	25.95	16.99	14.84
2862	1971	11	45.64	28.80	16.83	14.68
2863	1971	10	48.53	30.81	17.72	15.58
2864	1971	9	46.46	28.88	17.58	15.43
2865	1971	8	46.11	29.21	16.89	14.74
2866	1971	7	46.53	29.19	17.34	15.19
2867	1971	6	45.85	29.04	16.81	14.66
2868	1971	5	46.50	29.39	17.11	14.96
2869	1971	4	48.11	30.50	17.61	15.46
2870	1971	3	46.31	28.13	18.18	16.03
2871	1971	2	48.11	29.22	18.89	16.74
2872	1971	1	48.23	30.46	17.76	15.61
2873	1970	52	47.12	29.03	18.08	15.93
2874	1970	51	46.52	28.84	17.68	15.53
2875	1970	50	46.59	29.04	17.56	15.41
2876	1970	49	43.38	27.54	15.85	13.70
2877	1970	48	40.70	24.74	15.96	13.81
2878	1970	47	38.77	24.37	14.39	12.24
2879	1970	46	35.42	22.19	13.24	11.09
2880	1970	45	29.23	18.39	10.85	8.70
2881	1970	44	28.32	17.29	11.03	8.89
2882	1970	43	23.91	14.56	9.36	7.21
2883	1970	42	22.16	13.00	9.16	7.01
2884	1970	41	22.20	14.04	8.17	6.02
2885	1970	40	11.42	6.00	5.42	3.27
2886	1970	39	6.49	1.52	4.96	2.85
2887	1970	38	4.48	0.75	3.74	1.90
2888	1970	37	3.34	0.67	2.68	0.65
2889	1970	36	2.89	0.54	2.35	0.28
2890	1970	35	2.65	0.68	1.97	0.22
2891	1970	34	2.94	0.78	2.16	0.29
2892	1970	33	3.05	0.94	2.12	0.25
2893	1970	32	2.93	0.73	2.20	0.37
2894	1970	31	3.96	1.29	2.67	0.84
2895	1970	30	3.82	1.11	2.71	0.92
2896	1970	29	3.91	1.01	2.90	1.07
2897	1970	28	5.53	1.92	3.60	1.62
2898	1970	27	7.44	2.86	4.59	2.68
2899	1970	26	10.14	3.96	6.18	4.03
2900	1970	25	11.42	5.58	5.84	3.69
2901	1970	24	13.47	7.07	6.41	4.26
2902	1970	23	15.16	8.29	6.87	4.72
2903	1970	22	16.57	8.50	8.07	5.93
2904	1970	21	19.70	10.37	9.33	7.18
2905	1970	20	21.25	11.54	9.71	7.56
2906	1970	19	23.43	13.06	10.37	8.22
2907	1970	18	27.75	15.90	11.85	9.70
2908	1970	17	31.54	18.10	13.44	11.29
2909	1970	16	33.06	18.23	14.83	12.68
2910	1970	15	35.81	20.89	14.93	12.78
2911	1970	14	38.04	22.31	15.72	13.58
2912	1970	13	39.21	23.03	16.18	14.03
2913	1970	12	42.55	25.95	16.60	14.45
2914	1970	11	43.33	26.99	16.34	14.19
2915	1970	10	42.97	26.56	16.41	14.26
2916	1970	9	43.72	27.68	16.04	13.89
2917	1970	8	43.76	27.25	16.51	14.36
2918	1970	7	43.89	26.91	16.98	14.83
2919	1970	6	47.37	30.20	17.16	15.01
2920	1970	5	46.95	29.94	17.01	14.86
2921	1970	4	48.54	30.08	18.45	16.30
2922	1970	3	49.07	30.81	18.26	16.11
2923	1970	2	48.49	29.72	18.77	16.62
2924	1970	1	47.68	29.08	18.61	16.46
2925	1969	52	45.38	27.73	17.64	15.50
2926	1969	51	43.71	26.94	16.77	14.62
2927	1969	50	42.76	25.43	17.34	15.19
2928	1969	49	40.93	24.06	16.86	14.72
2929	1969	48	38.88	24.25	14.63	12.48
2930	1969	47	35.99	21.73	14.26	12.11
2931	1969	46	34.66	20.75	13.91	11.76
2932	1969	45	29.73	18.83	10.89	8.74
2933	1969	44	29.68	19.42	10.26	8.11
2934	1969	22	11.08	4.37	6.71	4.60
2935	1969	21	16.71	9.36	7.35	5.20
2936	1969	20	19.65	11.20	8.45	6.30
2937	1969	19	22.38	12.28	10.11	7.96
2938	1969	18	23.85	12.92	10.92	8.77
2939	1969	17	27.64	15.70	11.94	9.79
2940	1969	16	28.17	15.64	12.54	10.39
2941	1969	15	32.00	18.07	13.93	11.78
2942	1969	14	35.94	21.21	14.73	12.58
2943	1969	13	37.59	21.73	15.87	13.72
2944	1969	12	40.08	23.54	16.54	14.39
2945	1969	11	43.36	25.51	17.85	15.70
2946	1969	10	44.82	26.01	18.80	16.65
